Date,Open,High,Low,Close,Adj Close,Volume,Company
07-08-2017,93.889999,94.190002,93.709999,94.019997,81.584671,7978300,JP-MRGN
08-08-2017,93.949997,95.220001,93.599998,93.68,81.28965,13745400,JP-MRGN
09-08-2017,92.980003,93.68,92.830002,93.529999,81.159477,11214400,JP-MRGN
10-08-2017,92.900002,93.07,92.07,92.190002,79.996719,13252300,JP-MRGN
11-08-2017,92.129997,92.669998,91.239998,91.419998,79.328568,10679500,JP-MRGN
14-08-2017,92.370003,92.900002,92.330002,92.489998,80.257042,10994800,JP-MRGN
15-08-2017,93.309998,93.559998,92.650002,92.730003,80.465302,8812700,JP-MRGN
16-08-2017,93.040001,93.230003,91.879997,92.089996,79.909935,11085400,JP-MRGN
17-08-2017,91.760002,91.959999,90.5,90.650002,78.660408,13837500,JP-MRGN
18-08-2017,90.309998,91.540001,90.190002,90.739998,78.73851,13040700,JP-MRGN
21-08-2017,90.849998,90.940002,90.160004,90.629997,78.643044,11502100,JP-MRGN
22-08-2017,91.07,91.709999,91,91.559998,79.450043,9211800,JP-MRGN
23-08-2017,90.870003,92.339996,90.839996,91.669998,79.545502,8811300,JP-MRGN
24-08-2017,91.93,92.120003,91.410004,91.519997,79.415329,8623200,JP-MRGN
25-08-2017,91.879997,92.480003,91.800003,91.889999,79.736397,11794600,JP-MRGN
28-08-2017,92.160004,92.190002,91.129997,91.599998,79.484764,7292900,JP-MRGN
29-08-2017,90.449997,91.309998,90.309998,91.099998,79.05088,10886100,JP-MRGN
30-08-2017,91.25,91.879997,91.190002,91.309998,79.233116,9165300,JP-MRGN
31-08-2017,91.809998,91.849998,90.800003,90.889999,78.868652,13217400,JP-MRGN
01-09-2017,91.25,92.360001,90.949997,91.699997,79.57151,9815800,JP-MRGN
05-09-2017,91.019997,91.110001,89.019997,89.510002,77.671173,16897300,JP-MRGN
06-09-2017,90,90.519997,89.639999,90.110001,78.191811,11845700,JP-MRGN
07-09-2017,90.110001,90.129997,88.080002,88.529999,76.820801,14592300,JP-MRGN
08-09-2017,88.309998,89.419998,88.239998,88.419998,76.725334,14242200,JP-MRGN
11-09-2017,89.389999,90.25,88.949997,89.790001,77.914154,13219000,JP-MRGN
12-09-2017,90.169998,91.25,90.099998,90.889999,78.868652,14003800,JP-MRGN
13-09-2017,90.610001,91.5,90.32,91.150002,79.094276,12485400,JP-MRGN
14-09-2017,91.199997,91.529999,90.739998,90.970001,78.93808,10562800,JP-MRGN
15-09-2017,91.080002,91.709999,90.760002,91.620003,79.502106,18171800,JP-MRGN
