Date,Open,High,Low,Close,Adj Close,Volume,Company
07-08-2017,39.264999,39.73,39.1675,39.702499,37.585022,87481200,AAPL
08-08-2017,39.650002,40.4575,39.567501,40.02,37.885582,144823600,AAPL
09-08-2017,39.814999,40.317501,39.7775,40.264999,38.117512,104526000,AAPL
10-08-2017,39.974998,40.0,38.657501,38.830002,36.903397,163217200,AAPL
11-08-2017,39.150002,39.642502,39.017502,39.369999,37.416603,105028400,AAPL
14-08-2017,39.830002,40.052502,39.6875,39.962502,37.97971,88490800,AAPL
15-08-2017,40.165001,40.549999,40.035,40.400002,38.395493,117862000,AAPL
16-08-2017,40.485001,40.627499,40.037498,40.237499,38.241066,110686400,AAPL
17-08-2017,40.130001,40.177502,39.459999,39.465,37.506893,111762400,AAPL
18-08-2017,39.465,39.875,39.18,39.375,37.42136,109712400,AAPL
21-08-2017,39.375,39.4725,38.7775,39.302502,37.352459,105474000,AAPL
22-08-2017,39.557499,40.0,39.505001,39.945,37.963074,86418400,AAPL
23-08-2017,39.767502,40.1175,39.720001,39.994999,38.010593,77596400,AAPL
24-08-2017,40.107498,40.185001,39.637501,39.817501,37.841904,79275600,AAPL
25-08-2017,39.912498,40.139999,39.817501,39.965,37.982079,101920400,AAPL
28-08-2017,40.035,40.5,39.982498,40.3675,38.364616,103864000,AAPL
29-08-2017,40.025002,40.779999,40.0,40.727501,38.706753,118067600,AAPL
30-08-2017,40.950001,40.9725,40.6525,40.837502,38.811302,109078400,AAPL
31-08-2017,40.91,41.130001,40.869999,41.0,38.965736,107140400,AAPL
01-09-2017,41.200001,41.235001,40.907501,41.012501,38.977608,66364400,AAPL
05-09-2017,40.9375,41.0625,40.139999,40.52,38.509541,117874000,AAPL
06-09-2017,40.677502,40.747501,40.130001,40.477501,38.46917,86606800,AAPL
07-09-2017,40.522499,40.560001,40.09,40.314999,38.314713,87714000,AAPL
08-09-2017,40.215,40.287498,39.6325,39.657501,37.689842,114446000,AAPL
11-09-2017,40.125,40.512501,39.9725,40.375,38.371735,126323200,AAPL
12-09-2017,40.6525,40.990002,39.692501,40.215,38.219677,286856000,AAPL
13-09-2017,39.967499,39.990002,39.477501,39.912498,37.932178,179629600,AAPL
14-09-2017,39.747501,39.849998,39.522499,39.57,37.606682,95042800,AAPL
15-09-2017,39.6175,40.2425,39.5,39.970001,37.986832,196458400,AAPL
18-09-2017,40.0275,40.125,39.5,39.6675,37.699345,113077600,AAPL
19-09-2017,39.877499,39.942501,39.610001,39.682499,37.7136,83242400,AAPL
20-09-2017,39.474998,39.564999,38.4575,39.017502,37.081593,211805600,AAPL
21-09-2017,38.950001,38.950001,38.1875,38.3475,36.444836,150046800,AAPL
22-09-2017,37.884998,38.067501,37.639999,37.9725,36.088448,186581600,AAPL
25-09-2017,37.497501,37.9575,37.290001,37.637501,35.770073,177549200,AAPL
26-09-2017,37.945,38.48,37.922501,38.285,36.385437,146640000,AAPL
27-09-2017,38.450001,38.68,38.384998,38.557499,36.644417,102016800,AAPL
28-09-2017,38.4725,38.57,38.174999,38.32,36.418701,88022000,AAPL
29-09-2017,38.302502,38.532501,38.0,38.529999,36.618286,105199200,AAPL
02-10-2017,38.564999,38.612499,38.18,38.452499,36.544624,74795200,AAPL
03-10-2017,38.502499,38.772499,38.477501,38.619999,36.703812,64921200,AAPL
04-10-2017,38.407501,38.465,38.115002,38.369999,36.466221,80655200,AAPL
05-10-2017,38.544998,38.860001,38.512501,38.8475,36.920029,85135200,AAPL
06-10-2017,38.7425,38.872501,38.639999,38.825001,36.898647,69630400,AAPL
09-10-2017,38.952499,39.182499,38.872501,38.959999,37.026939,65051600,AAPL
10-10-2017,39.014999,39.5,38.775002,38.974998,37.041199,62468000,AAPL
11-10-2017,38.9925,39.244999,38.9375,39.137501,37.195644,67622400,AAPL
12-10-2017,39.087502,39.342499,38.932499,39.0,37.06496,64500400,AAPL
13-10-2017,39.182499,39.32,39.102501,39.247501,37.30019,65576800,AAPL
16-10-2017,39.474998,40.0,39.412498,39.970001,37.986832,96486000,AAPL
