Date,Open,High,Low,Close,Adj Close,Volume,Company
07-08-2017,42.0975,43.092499,42,43.087502,42.609219,71741200,NVDA
08-08-2017,43.4725,43.639999,42.177502,42.575001,42.102413,75533600,NVDA
09-08-2017,42.107498,43.052502,41.9175,43.0275,42.549892,53078400,NVDA
10-08-2017,43.040001,43.165001,41.0825,41.185001,40.727844,132808800,NVDA
11-08-2017,39.285,39.75,38.227501,38.990002,38.557205,149719600,NVDA
14-08-2017,39.9175,42.137501,39.799999,42.099998,41.632675,127902000,NVDA
15-08-2017,42.1525,42.4175,41.397499,41.744999,41.281624,76453200,NVDA
16-08-2017,41.897499,42.134998,40.959999,41.287498,40.829189,59663200,NVDA
17-08-2017,41.202499,41.375,40.345001,40.3675,39.919411,52544400,NVDA
18-08-2017,40.9175,41.09,39.91,40.375,39.92683,60120400,NVDA
21-08-2017,40.622501,40.737499,39.342499,39.787498,39.345856,62367200,NVDA
22-08-2017,40.122501,40.697498,39.927502,40.637501,40.221794,45045600,NVDA
23-08-2017,40.299999,41.5625,40.212502,41.450001,41.025986,57952000,NVDA
24-08-2017,41.775002,41.82,41.029999,41.297501,40.875038,46970000,NVDA
25-08-2017,41.5425,41.645,40.887501,40.952499,40.533566,35720000,NVDA
28-08-2017,41.145,41.275002,40.5825,41.2425,40.82061,38949600,NVDA
29-08-2017,40.647499,41.395,40.564999,41.174999,40.753796,32409600,NVDA
30-08-2017,41.375,41.532501,41.067501,41.419998,40.996284,38440000,NVDA
31-08-2017,41.625,42.400002,41.549999,42.360001,41.926678,61268400,NVDA
01-09-2017,42.487499,42.974998,42.400002,42.615002,42.179062,44543200,NVDA
05-09-2017,42.095001,42.145,40.889999,41.477501,41.0532,69536400,NVDA
06-09-2017,41.810001,41.950001,41.099998,41.452499,41.028454,39767200,NVDA
07-09-2017,41.622501,41.9725,41.237499,41.645,41.218987,35286800,NVDA
08-09-2017,41.5275,41.677502,40.677502,40.922501,40.503876,49885600,NVDA
11-09-2017,41.384998,42.357498,41.330002,42.25,41.817799,56744400,NVDA
12-09-2017,42.5,42.5,41.7425,42.4025,41.968742,41148800,NVDA
13-09-2017,42.147499,42.884998,41.82,42.592499,42.156792,58096000,NVDA
14-09-2017,42.197498,43.139999,41.950001,42.349998,41.916775,51371200,NVDA
15-09-2017,43.215,45.0275,43.162498,45.0275,44.566879,136479200,NVDA
18-09-2017,46.285,47.799999,46.215,46.887501,46.407852,168446000,NVDA
19-09-2017,46.377499,47.462502,46.154999,46.837502,46.358379,87428000,NVDA
20-09-2017,46.875,47.355,46.052502,46.459999,45.984734,72492000,NVDA
21-09-2017,45.41,45.674999,44.4025,45.189999,44.72773,107560000,NVDA
22-09-2017,45.075001,45.577499,44.650002,44.75,44.292229,49123200,NVDA
25-09-2017,44.4375,44.450001,42.540001,42.75,42.312683,87458000,NVDA
26-09-2017,44.112499,44.669998,42.587502,42.990002,42.55024,112562000,NVDA
27-09-2017,43.904999,44.067501,43.1875,43.932499,43.483089,71372000,NVDA
28-09-2017,44.005001,44.044998,43.439999,43.919998,43.470718,43524400,NVDA
29-09-2017,44.77,44.932499,44.3125,44.692501,44.235317,61909200,NVDA
02-10-2017,45.200001,45.494999,44.25,44.75,44.292229,50348000,NVDA
03-10-2017,44.8125,45.145,44.395,44.842499,44.383785,39033200,NVDA
04-10-2017,44.904999,45.442501,44.535,45.217499,44.754955,42784800,NVDA
05-10-2017,45.465,45.5,44.889999,45.192501,44.730209,43736400,NVDA
06-10-2017,44.912498,45.459999,44.75,45.325001,44.861351,31880000,NVDA
09-10-2017,45.697498,46.682499,45.5075,46.3475,45.873386,56349200,NVDA
10-10-2017,47.857498,48.237499,46.814999,47.232498,46.749329,97487600,NVDA
11-10-2017,47.400002,47.75,46.935001,47.735001,47.246693,52950800,NVDA
12-10-2017,47.77,48.272499,47.482498,47.7575,47.268963,52829200,NVDA
13-10-2017,48.387501,48.75,47.912498,48.647499,48.149853,62872800,NVDA
16-10-2017,48.950001,49.512501,48.310001,49.482498,48.976311,57664000,NVDA
17-10-2017,49.272499,49.724998,49.087502,49.4375,48.931774,47859600,NVDA
18-10-2017,49.5275,49.535,48.330002,49.395,48.889721,56731600,NVDA
19-10-2017,48.610001,49.5,48.112499,49.450001,48.944149,57077200,NVDA
20-10-2017,49.622501,49.897499,49.134998,49.224998,48.721447,45162000,NVDA
23-10-2017,49.445,49.712502,48.950001,49.154999,48.652168,42869600,NVDA
24-10-2017,49.247501,49.6875,48.985001,49.669998,49.161892,40724400,NVDA
25-10-2017,49.27,49.805,47.7925,48.415001,47.919724,82816000,NVDA
26-10-2017,48.695,49.040001,48.452499,48.922501,48.42205,32274400,NVDA
27-10-2017,49.450001,50.467499,49.1875,50.465,49.948776,57219200,NVDA
30-10-2017,50.465,51.522499,50.305,50.959999,50.438709,50405600,NVDA
31-10-2017,51.282501,51.9725,51.224998,51.702499,51.173607,41190800,NVDA
01-11-2017,52.337502,52.4925,51.150002,51.799999,51.270103,50257600,NVDA
02-11-2017,51.5,51.952499,50.912498,51.485001,50.958332,34230800,NVDA
03-11-2017,51.799999,52.172501,51.334999,52.172501,51.638805,35364000,NVDA
06-11-2017,51.799999,52.494999,51.674999,52.407501,51.871395,38994400,NVDA
07-11-2017,52.637501,53.224998,52.514999,53.0075,52.46526,42770000,NVDA
08-11-2017,52.962502,53,51.810001,52.290001,51.755108,52298800,NVDA
09-11-2017,51.317501,51.5825,50.092499,51.330002,50.804924,97856400,NVDA
10-11-2017,53.27,54.6675,52.907501,54.035,53.482243,125325600,NVDA
13-11-2017,54.035,54.2925,53.002499,53.157501,52.61372,58237600,NVDA
14-11-2017,53.25,53.700001,52.807499,53.544998,52.997265,52929200,NVDA
15-11-2017,52.987499,53,51.950001,52.494999,51.958,50194800,NVDA
16-11-2017,53.244999,53.549999,52.8125,52.9025,52.361332,44176800,NVDA
17-11-2017,53.48,53.837502,52.6875,52.84,52.299469,51566400,NVDA
20-11-2017,52.997501,53.642502,52.625,53.52,52.972511,39610000,NVDA
21-11-2017,53.922501,54.130001,53.599998,54.012501,53.459972,39917600,NVDA
